,ID,age,job,marital,education,default,balance,housing,loan,subscribed
1795,38130,29,services,married,secondary,no,363,yes,no,no
1796,4223,51,management,single,tertiary,no,824,no,no,no
1797,5664,33,unemployed,single,tertiary,no,157,yes,no,no
1798,21393,52,blue-collar,married,primary,no,4660,no,no,no
1799,39531,60,management,married,tertiary,no,205,no,no,no
1800,16326,44,blue-collar,married,secondary,no,23,no,no,no
1801,33585,32,blue-collar,married,secondary,no,950,yes,yes,no
1802,37151,48,services,single,primary,no,-139,no,no,no
1803,15783,33,student,married,secondary,no,0,no,no,no
1804,6156,43,admin.,married,secondary,no,372,yes,no,no
1805,16720,33,self-employed,married,tertiary,no,277,no,no,no
1806,26780,59,blue-collar,single,secondary,no,12270,no,no,no
1807,31899,51,blue-collar,married,primary,no,5131,yes,no,no
1808,22484,58,retired,married,primary,no,701,no,no,no
1809,6611,31,services,single,secondary,no,0,yes,no,no
1810,2052,50,management,married,tertiary,no,107,yes,no,no
1811,6563,36,blue-collar,married,primary,no,8326,yes,no,no
1812,15774,54,housemaid,divorced,secondary,yes,34,no,no,no
1813,14996,37,blue-collar,married,secondary,no,-26,no,no,no
1814,25972,40,technician,married,tertiary,no,1759,yes,no,no
1815,31076,42,management,divorced,unknown,no,7702,no,no,yes
1816,35036,36,services,married,tertiary,no,260,yes,no,no
1817,28330,50,technician,divorced,secondary,no,380,yes,no,no
1818,9,58,retired,married,primary,no,121,yes,no,no
1819,21001,56,entrepreneur,divorced,secondary,no,179,no,no,no
1820,3633,29,technician,married,secondary,no,84,yes,no,no
1821,43079,56,retired,married,primary,no,16432,no,no,no
1822,42800,60,retired,married,secondary,no,18967,yes,no,yes
1823,28362,55,blue-collar,married,primary,no,119,no,no,no
1824,12582,57,technician,married,secondary,no,253,no,yes,no
1825,5643,37,blue-collar,married,secondary,no,152,yes,no,no
1826,20849,52,unemployed,married,secondary,no,9139,no,no,no
1827,24865,38,management,single,tertiary,no,1515,yes,no,no
1828,8168,30,blue-collar,single,secondary,no,99,yes,no,no
1829,16426,43,management,divorced,secondary,no,1387,no,no,no
1830,33593,34,blue-collar,married,primary,no,15841,yes,no,no
1831,14434,40,management,married,tertiary,no,0,no,no,no
1832,24704,58,blue-collar,divorced,secondary,no,644,no,yes,no
1833,43487,33,student,single,unknown,no,2321,no,no,no
1834,1079,56,management,married,primary,no,-24,yes,no,no
1835,32427,42,technician,divorced,secondary,no,611,yes,no,no
1836,38848,32,management,single,tertiary,no,347,yes,no,no
1837,42376,53,technician,married,secondary,no,1982,yes,yes,yes
1838,39195,40,technician,married,tertiary,no,1034,yes,no,no
1839,35682,33,technician,single,secondary,no,220,yes,no,no
1840,3279,40,blue-collar,married,primary,no,2651,yes,no,no
1841,43270,39,management,married,tertiary,no,494,no,no,yes
1842,11778,56,management,married,tertiary,no,0,no,yes,yes
1843,27114,41,management,married,tertiary,no,9935,no,no,no
1844,2181,34,blue-collar,married,secondary,no,187,yes,no,no
1845,13668,60,unknown,married,tertiary,no,2450,no,no,no
1846,16801,44,blue-collar,married,primary,no,658,yes,no,no
1847,26582,48,management,married,tertiary,no,1348,no,no,no
1848,18178,36,admin.,married,secondary,no,251,no,no,no
1849,29861,39,management,married,tertiary,no,606,no,no,no
1850,32976,39,services,married,secondary,no,247,yes,no,no
1851,14089,58,management,single,tertiary,no,342,no,yes,no
1852,36081,36,blue-collar,divorced,primary,no,666,yes,no,no
1853,17335,55,technician,single,tertiary,no,-528,no,no,no
1854,42618,67,retired,married,primary,no,585,no,no,no
1855,2572,55,retired,married,secondary,no,708,yes,no,no
1856,27411,57,management,divorced,tertiary,no,0,no,yes,no
1857,10890,46,unknown,single,secondary,no,0,no,no,no
1858,15693,47,technician,married,secondary,no,1981,yes,no,yes
1859,14247,45,services,married,primary,no,132,no,no,no
1860,16281,38,admin.,married,secondary,no,532,yes,no,no
1861,31480,54,retired,married,secondary,no,1004,yes,no,no
1862,7979,29,technician,married,secondary,no,1097,yes,no,no
1863,27426,57,management,married,tertiary,no,3431,yes,no,no
1864,1191,33,blue-collar,divorced,primary,no,176,yes,no,no
1865,18249,34,admin.,married,secondary,no,244,yes,no,no
1866,22412,36,management,single,tertiary,no,0,no,no,no
1867,25419,51,entrepreneur,married,primary,no,538,no,no,yes
1868,5505,34,technician,married,unknown,no,4053,yes,no,no
1869,10218,36,unemployed,married,secondary,no,1766,no,no,yes
1870,3817,26,blue-collar,single,secondary,no,65,no,no,no
1871,33837,30,admin.,single,secondary,no,457,no,no,no
1872,4494,37,technician,married,secondary,no,439,yes,no,no
1873,20370,59,retired,married,tertiary,no,1296,no,no,no
1874,24126,34,management,married,tertiary,no,8,yes,no,no
1875,16607,33,services,single,secondary,no,192,no,no,no
1876,23843,51,admin.,married,secondary,no,255,no,no,no
1877,26668,37,technician,married,secondary,no,1016,yes,yes,no
1878,36901,51,services,single,primary,no,2499,yes,no,no
1879,2470,32,technician,married,tertiary,no,463,yes,no,no
1880,19646,55,admin.,married,secondary,no,2430,yes,no,no
1881,15838,56,management,married,primary,no,405,no,no,no
1882,9110,59,unknown,married,primary,no,1470,no,no,no
1883,4203,25,blue-collar,married,secondary,no,300,yes,yes,no
1884,43276,29,management,single,tertiary,no,1351,no,no,no
1885,8236,35,blue-collar,married,secondary,no,98,yes,no,no
1886,4281,31,admin.,divorced,secondary,no,47,yes,no,no
1887,9415,35,self-employed,married,secondary,no,116,no,no,no
1888,8669,42,technician,divorced,tertiary,no,147,yes,no,no
1889,15722,25,technician,single,secondary,no,2157,yes,no,no
1890,1766,60,management,divorced,unknown,no,404,yes,no,no
1891,13489,60,blue-collar,married,secondary,no,19447,yes,no,no
1892,11090,46,blue-collar,married,primary,no,-1,no,no,no
1893,29122,34,blue-collar,married,primary,no,1873,yes,no,no
1894,34436,46,entrepreneur,married,secondary,no,212,yes,no,no
1895,10100,41,management,single,tertiary,no,8368,no,no,no
1896,24391,53,technician,divorced,tertiary,no,2228,no,no,yes
1897,26593,43,self-employed,married,secondary,no,5704,yes,no,no
1898,35895,46,blue-collar,married,secondary,no,0,yes,no,no
1899,17421,44,technician,divorced,secondary,no,0,no,no,no
1900,33722,29,blue-collar,single,secondary,no,2,yes,yes,yes
1901,30757,49,blue-collar,married,primary,no,183,yes,yes,no
1902,17236,57,retired,married,primary,no,592,no,yes,no
1903,38616,27,management,married,tertiary,no,54,yes,no,no
1904,18546,46,management,married,tertiary,no,4039,yes,no,no
1905,35941,31,services,married,secondary,no,0,yes,no,no
1906,9230,40,services,married,secondary,no,429,no,no,no
1907,26526,33,technician,single,tertiary,no,3827,no,no,no
1908,17925,42,services,single,unknown,no,974,no,no,no
1909,28182,32,services,married,secondary,no,268,no,no,no
1910,10664,44,technician,married,secondary,no,0,no,no,no
1911,2202,24,blue-collar,single,secondary,no,117,yes,yes,no
1912,4568,32,admin.,married,secondary,no,0,yes,no,no
1913,424,40,blue-collar,married,secondary,no,0,yes,no,no
1914,39404,58,retired,divorced,primary,no,1194,yes,no,no
1915,32234,52,admin.,married,secondary,no,979,yes,no,no
1916,25104,36,technician,married,secondary,no,6384,yes,yes,no
1917,30911,30,admin.,single,secondary,no,270,no,no,yes
1918,3426,57,services,married,secondary,no,84,yes,no,no
1919,36399,53,unemployed,married,secondary,yes,-233,yes,no,no
1920,23689,35,management,single,tertiary,no,-108,yes,no,no
1921,2299,44,management,single,tertiary,no,295,yes,no,no
1922,43207,32,management,married,tertiary,no,2667,yes,no,yes
1923,28615,47,retired,married,tertiary,no,1225,yes,yes,no
1924,24048,50,blue-collar,married,primary,no,12519,yes,no,no
1925,40852,71,retired,divorced,tertiary,no,261,no,no,no
1926,14684,42,technician,married,secondary,no,0,yes,yes,no
1927,8232,40,services,divorced,primary,no,1937,yes,no,no
1928,44258,54,management,divorced,tertiary,no,5475,no,no,yes
1929,17746,52,management,divorced,tertiary,no,-299,no,no,no
1930,267,37,management,single,tertiary,no,600,yes,no,no
1931,26830,47,self-employed,married,secondary,no,2830,yes,no,no
1932,1295,36,technician,single,secondary,no,1832,yes,no,no
1933,14912,26,admin.,single,secondary,yes,0,yes,no,no
1934,6001,27,self-employed,married,secondary,no,-220,yes,no,no
1935,23745,36,technician,married,tertiary,yes,63,no,no,no
1936,31971,31,blue-collar,married,secondary,no,1716,yes,no,no
1937,38094,33,blue-collar,married,secondary,no,101,yes,no,no
1938,43214,73,retired,single,secondary,no,1050,no,no,yes
1939,25913,52,self-employed,divorced,secondary,no,1291,yes,no,no
1940,39523,34,management,married,tertiary,no,333,no,no,no
1941,37236,37,technician,divorced,secondary,no,2610,yes,no,no
1942,30220,31,admin.,single,secondary,no,554,yes,no,no
1943,8606,26,services,single,secondary,no,-224,yes,yes,no
1944,26092,54,management,married,tertiary,no,0,no,no,no
1945,4502,39,services,married,secondary,no,453,yes,yes,no
1946,6850,30,blue-collar,married,primary,no,-518,yes,yes,no
1947,35616,26,technician,married,secondary,no,518,yes,no,no
1948,29552,36,admin.,married,secondary,no,587,no,no,no
1949,6187,32,blue-collar,married,primary,no,-11,yes,no,no
1950,36357,38,services,married,secondary,no,3039,yes,yes,no
1951,38730,31,management,married,tertiary,no,1010,yes,no,no
1952,16135,44,blue-collar,married,primary,no,318,no,no,no
1953,35429,31,management,single,secondary,no,202,yes,no,no
1954,11554,39,unknown,married,primary,no,2860,no,no,no
1955,31181,25,technician,single,secondary,no,1231,yes,no,yes
1956,35006,52,blue-collar,married,primary,no,230,yes,no,no
1957,31769,57,blue-collar,married,primary,no,5949,yes,no,no
1958,24825,54,technician,married,secondary,no,13,yes,no,no
1959,11235,32,management,single,tertiary,no,7419,yes,no,no
1960,2378,38,management,married,tertiary,no,119,yes,no,yes
1961,36681,42,technician,single,tertiary,no,-411,yes,no,no
1962,32856,48,blue-collar,single,primary,no,3688,yes,no,no
1963,13017,27,blue-collar,married,primary,no,52,no,yes,no
1964,6644,30,technician,single,secondary,no,1692,yes,yes,no
1965,4463,32,management,single,tertiary,no,863,yes,no,no
1966,32974,33,services,married,secondary,no,90,yes,no,no
1967,6937,54,retired,married,secondary,no,24,yes,no,no
1968,3806,32,blue-collar,married,secondary,no,1197,yes,yes,no
1969,10062,45,blue-collar,married,primary,no,13117,no,no,no
1970,16748,36,management,married,tertiary,no,268,yes,yes,no
1971,8243,32,blue-collar,married,secondary,no,35,yes,no,no
1972,571,38,technician,married,unknown,no,573,yes,no,no
1973,15379,46,admin.,divorced,primary,no,505,no,yes,no
1974,40477,21,student,single,secondary,no,39,no,no,no
1975,40620,66,retired,married,primary,no,12767,no,no,no
1976,12872,39,technician,married,secondary,no,-241,yes,yes,no
1977,32998,36,blue-collar,married,secondary,no,0,yes,no,no
1978,18515,57,management,married,primary,no,80,no,yes,no
1979,38035,36,blue-collar,married,primary,no,994,yes,no,no
1980,43718,70,retired,married,secondary,no,1164,no,no,no
1981,40556,22,student,single,secondary,no,185,no,no,yes
1982,6710,38,technician,divorced,secondary,no,-478,yes,no,no
1983,1348,41,technician,married,secondary,no,225,yes,yes,no
1984,6417,42,blue-collar,married,secondary,no,68,yes,no,no
1985,15664,35,self-employed,single,tertiary,no,577,yes,no,no
1986,17615,43,entrepreneur,married,tertiary,no,210,no,no,no
1987,44756,33,admin.,single,secondary,no,555,yes,no,yes
1988,18017,50,blue-collar,married,secondary,no,0,no,no,no
1989,11531,38,technician,single,secondary,no,207,no,no,no
1990,19514,46,admin.,married,secondary,no,311,no,no,no
1991,28187,50,management,single,tertiary,no,567,yes,no,no
1992,32218,31,blue-collar,married,secondary,no,382,yes,no,no
1993,37045,38,technician,single,secondary,no,61,yes,no,no
1994,14465,32,admin.,married,secondary,no,7522,yes,no,no
1995,24330,58,management,divorced,tertiary,no,0,no,no,no
1996,38987,30,management,single,tertiary,no,3410,yes,no,no
1997,40673,53,admin.,divorced,secondary,no,0,yes,yes,yes
1998,5898,39,technician,married,secondary,no,501,no,no,no
1999,12638,36,management,single,tertiary,no,678,no,yes,no
2000,22661,53,unknown,married,unknown,no,0,no,no,no
2001,42195,67,management,married,tertiary,no,405,no,no,yes
2002,39061,25,technician,married,tertiary,no,839,yes,no,yes
2003,34245,67,retired,married,unknown,no,696,no,no,no
2004,22242,46,management,married,tertiary,yes,549,no,no,no
2005,2117,40,blue-collar,divorced,primary,no,737,yes,yes,no
2006,3666,39,technician,married,unknown,no,880,yes,no,no
2007,35356,37,management,single,tertiary,no,815,yes,no,no
2008,20534,35,management,single,tertiary,no,53,no,yes,no
2009,3911,29,technician,married,secondary,no,782,yes,no,no
2010,34375,36,services,single,secondary,no,1227,yes,yes,yes
2011,3778,30,technician,married,secondary,no,-306,yes,yes,no
2012,33818,30,student,single,secondary,no,5836,no,no,no
2013,40923,44,self-employed,married,unknown,no,163,yes,no,no
2014,41864,40,technician,married,secondary,no,2338,no,no,yes
2015,32704,36,management,single,tertiary,no,265,yes,no,no
2016,33659,33,blue-collar,single,secondary,no,2202,yes,no,no
2017,26507,35,admin.,married,secondary,no,5250,yes,no,no
2018,16464,44,management,married,tertiary,no,332,yes,no,no
2019,31736,36,admin.,divorced,secondary,no,356,yes,no,no
2020,45112,64,retired,married,primary,no,445,no,no,no
2021,24346,54,admin.,married,secondary,no,191,yes,yes,no
2022,32539,37,blue-collar,single,secondary,no,90,yes,no,no
2023,3136,43,technician,single,secondary,no,28,yes,no,no
2024,42866,36,self-employed,married,tertiary,no,506,no,no,no
2025,691,29,student,single,secondary,no,948,yes,no,no
2026,13805,26,services,married,secondary,no,2063,yes,yes,no
2027,31398,26,admin.,single,tertiary,no,689,no,no,no
2028,16304,46,admin.,married,secondary,no,739,yes,no,no
2029,21500,50,management,divorced,tertiary,no,60,no,no,no
2030,65,49,blue-collar,married,unknown,no,154,yes,no,no
2031,40228,41,management,single,secondary,no,764,no,no,no
2032,16311,34,blue-collar,single,secondary,no,152,yes,no,no
2033,8201,36,entrepreneur,married,tertiary,no,0,no,no,no
2034,37926,50,management,married,tertiary,no,451,yes,no,no
2035,22237,37,management,married,tertiary,no,292,no,no,no
2036,26003,42,entrepreneur,divorced,secondary,no,3780,yes,no,no
2037,3054,42,blue-collar,married,primary,no,1288,yes,no,no
2038,32872,28,management,single,tertiary,no,175,yes,no,no
2039,10450,39,services,married,secondary,no,150,no,no,no
2040,44386,29,student,single,secondary,no,1377,yes,no,yes
2041,125,52,technician,married,tertiary,no,7,no,yes,no
2042,11186,48,management,married,tertiary,yes,0,no,yes,no
2043,34047,52,self-employed,married,tertiary,no,6657,no,no,yes
2044,6562,28,technician,single,tertiary,no,4513,yes,no,no
2045,22775,33,technician,single,tertiary,no,49,no,no,no
2046,6463,30,blue-collar,married,secondary,no,-202,no,no,no
2047,20103,36,management,single,tertiary,no,553,no,no,no
2048,36317,30,management,married,tertiary,no,740,yes,yes,no
2049,3925,43,technician,married,secondary,no,17,yes,no,no
2050,25080,35,management,married,secondary,no,53,yes,no,no
2051,40473,28,blue-collar,single,secondary,no,643,no,no,yes
2052,15526,34,blue-collar,married,secondary,no,584,yes,no,no
2053,31709,44,unemployed,divorced,secondary,no,522,no,no,no
2054,18114,45,technician,married,secondary,no,2922,no,no,no
2055,24934,49,entrepreneur,married,primary,no,6188,no,no,yes
2056,12999,31,blue-collar,single,secondary,no,726,no,no,yes
2057,2328,22,blue-collar,single,primary,no,-168,yes,no,no
2058,4105,32,services,married,secondary,no,132,yes,yes,no
2059,17480,44,blue-collar,married,secondary,no,841,no,no,no
2060,23075,48,management,married,primary,no,2537,no,no,no
2061,19101,51,admin.,married,secondary,no,227,no,no,no
2062,28413,55,services,divorced,primary,no,2923,yes,no,no
2063,39619,32,technician,married,tertiary,no,4089,no,no,no
2064,15959,29,technician,single,secondary,no,-496,yes,yes,no
2065,28590,45,admin.,married,primary,no,-407,yes,yes,no
2066,643,37,blue-collar,single,secondary,no,240,yes,no,no
2067,30351,31,self-employed,single,tertiary,no,96,no,no,no
2068,27789,26,self-employed,single,tertiary,no,25,no,no,no
2069,20864,41,technician,divorced,secondary,no,258,no,no,no
2070,36131,45,management,divorced,tertiary,no,839,yes,no,no
2071,37214,31,admin.,single,secondary,no,387,yes,no,no
2072,43127,60,admin.,married,secondary,no,106,no,no,yes
2073,8877,41,services,married,secondary,no,241,yes,yes,no
2074,37622,29,admin.,single,secondary,no,25,yes,no,no
2075,14672,49,services,married,unknown,no,463,yes,no,no
2076,37165,27,services,single,secondary,no,468,yes,no,no
2077,13434,36,admin.,single,secondary,no,281,no,no,no
2078,25133,32,services,single,secondary,no,2251,yes,yes,no
2079,3389,43,technician,single,secondary,no,293,yes,no,no
2080,20744,39,management,married,tertiary,no,28433,no,no,no
2081,44520,51,management,married,tertiary,no,346,no,no,yes
2082,11115,39,admin.,married,secondary,no,224,no,no,no
2083,40377,19,student,single,secondary,no,1803,no,no,no
2084,10775,45,housemaid,married,secondary,no,698,yes,no,no
2085,35040,37,admin.,married,tertiary,no,828,yes,no,no
2086,30438,58,technician,married,unknown,no,1617,yes,no,no
2087,44353,35,technician,single,secondary,no,1227,no,no,yes
2088,18984,54,self-employed,married,secondary,no,3529,no,no,no
2089,38082,30,services,single,secondary,no,326,yes,no,no
2090,9031,37,blue-collar,married,secondary,no,151,yes,no,no
2091,26596,59,technician,divorced,secondary,no,2396,no,no,yes
2092,11150,46,management,single,tertiary,no,46,no,yes,no
2093,10669,59,services,married,primary,no,31,no,no,no
2094,14675,57,blue-collar,divorced,secondary,no,1103,yes,no,no
2095,8495,32,blue-collar,married,secondary,no,931,yes,no,no
2096,6875,34,management,single,tertiary,no,1058,yes,no,yes
2097,17270,36,management,married,tertiary,no,-861,yes,yes,no
2098,16084,45,admin.,married,secondary,no,644,no,yes,no
2099,45187,59,unknown,married,unknown,no,1500,no,no,no
2100,43,60,blue-collar,married,unknown,no,104,yes,no,no
2101,41037,74,retired,married,tertiary,no,6027,no,no,no
2102,38868,41,services,married,primary,no,4903,yes,no,no
2103,42822,33,entrepreneur,single,secondary,no,278,no,no,yes
2104,35302,25,student,single,secondary,no,520,yes,no,no
2105,2175,35,management,single,tertiary,no,244,yes,no,no
2106,35156,25,services,married,secondary,no,10,yes,no,no
2107,15875,38,admin.,married,primary,no,-175,yes,no,no
2108,23349,32,technician,married,tertiary,no,1868,no,no,no
2109,22266,33,technician,single,tertiary,no,316,no,no,no
2110,19107,32,management,single,tertiary,no,710,no,no,no
2111,24334,41,management,single,tertiary,no,3013,yes,no,no
2112,8250,53,management,married,tertiary,no,6525,yes,no,no
2113,39494,34,management,single,tertiary,no,5086,no,no,yes
2114,1230,36,technician,married,secondary,no,5611,yes,no,no
2115,11995,57,blue-collar,married,primary,no,1592,no,yes,no
2116,41485,70,retired,divorced,secondary,no,0,no,no,yes
2117,19797,38,unemployed,married,secondary,no,5177,no,no,no
2118,36212,48,blue-collar,married,primary,no,1080,yes,no,no
2119,29105,31,technician,divorced,secondary,no,304,no,no,no
2120,38455,25,admin.,single,tertiary,no,1056,yes,no,no
2121,33068,44,management,divorced,tertiary,no,213,yes,no,no
2122,20311,35,technician,married,tertiary,no,22,no,no,no
2123,30591,32,blue-collar,married,primary,no,1518,yes,no,no
2124,18852,50,technician,divorced,secondary,no,1591,no,no,no
2125,1750,27,self-employed,single,secondary,no,78,yes,no,no
2126,39436,29,management,single,tertiary,no,7578,no,no,no
2127,13697,42,housemaid,married,tertiary,no,-560,yes,yes,no
2128,18285,42,self-employed,married,tertiary,no,0,yes,no,no
2129,11365,41,services,married,secondary,no,7509,no,no,no
2130,22778,30,management,married,tertiary,no,144,yes,no,no
2131,17710,58,retired,divorced,secondary,no,1080,yes,no,yes
2132,13284,54,blue-collar,married,primary,no,-16,no,yes,no
2133,36473,26,student,single,tertiary,no,249,yes,no,no
2134,29866,75,retired,divorced,primary,no,3881,yes,no,yes
2135,32084,49,blue-collar,married,secondary,no,1111,yes,yes,no
2136,30330,49,entrepreneur,divorced,secondary,no,32,no,no,no
2137,17919,39,technician,married,secondary,no,-1451,yes,yes,no
2138,29892,39,technician,single,secondary,no,-168,no,no,no
2139,37734,28,technician,single,tertiary,no,375,yes,no,no
2140,26123,44,management,married,tertiary,no,-367,yes,yes,no
2141,42742,36,technician,married,tertiary,no,6,yes,no,no
2142,20379,57,blue-collar,married,secondary,no,14093,no,no,no
2143,44105,29,admin.,single,secondary,no,1992,no,no,no
2144,28188,46,entrepreneur,married,secondary,no,294,yes,no,no
2145,6273,46,technician,married,secondary,no,-337,yes,no,no
2146,16991,36,entrepreneur,married,secondary,no,1412,yes,yes,no
2147,16968,48,self-employed,divorced,tertiary,no,103,no,yes,no
2148,8922,39,admin.,married,secondary,no,217,yes,no,no
2149,5006,30,technician,divorced,secondary,no,3100,yes,no,no
2150,38581,37,admin.,married,secondary,no,-557,yes,yes,no
2151,29962,69,retired,married,primary,no,324,no,no,yes
2152,22611,37,housemaid,married,primary,no,655,yes,no,no
2153,14865,48,services,single,secondary,no,133,yes,yes,no
2154,38023,41,admin.,divorced,secondary,no,783,yes,yes,no
2155,5897,37,admin.,married,secondary,no,-498,yes,yes,no
2156,5427,47,services,married,secondary,no,382,yes,no,no
2157,4469,60,retired,single,secondary,no,-14,yes,no,no
2158,19753,33,management,married,tertiary,no,2126,no,no,no
2159,9580,54,blue-collar,divorced,secondary,no,218,no,no,no
2160,15765,47,blue-collar,married,secondary,no,0,yes,no,no
2161,33244,35,admin.,divorced,tertiary,no,262,yes,no,no
2162,12625,28,admin.,single,secondary,no,1143,yes,yes,no
2163,42291,33,admin.,married,secondary,no,920,no,no,yes
2164,21270,36,technician,married,secondary,no,110,no,no,no
2165,42565,43,management,married,tertiary,no,3518,no,no,yes
2166,35763,53,technician,married,unknown,no,253,yes,no,no
2167,19182,33,technician,married,tertiary,no,2728,no,no,no
2168,31877,39,management,married,tertiary,no,272,yes,no,no
2169,24801,41,technician,married,secondary,no,112,yes,no,no
2170,37730,45,blue-collar,married,primary,no,345,yes,no,no
2171,26385,41,admin.,married,secondary,no,683,no,yes,no
2172,16896,50,admin.,divorced,secondary,no,556,yes,no,no
2173,8678,37,blue-collar,single,secondary,no,277,yes,no,no
2174,12752,40,admin.,married,secondary,no,1395,yes,yes,no
2175,10577,37,blue-collar,married,primary,no,-107,yes,no,no
2176,30781,38,blue-collar,married,primary,no,558,yes,no,no
2177,31907,55,management,divorced,tertiary,no,271,yes,no,no
2178,41863,44,technician,single,tertiary,no,643,no,no,yes
2179,15300,35,admin.,single,secondary,no,111,yes,no,no
2180,28951,40,management,married,tertiary,no,432,yes,yes,no
2181,27561,41,self-employed,divorced,tertiary,no,4418,yes,no,no
2182,39953,52,technician,married,secondary,no,0,no,no,yes
2183,37634,52,admin.,divorced,secondary,no,1135,yes,no,no
2184,29374,58,retired,divorced,secondary,no,8266,yes,no,no
2185,20438,41,technician,single,secondary,no,297,no,yes,no
2186,27795,43,management,married,tertiary,no,344,yes,yes,no
2187,30296,32,management,married,tertiary,no,205,yes,no,no
2188,12644,28,admin.,married,secondary,no,934,yes,no,no
2189,41745,79,retired,divorced,primary,no,79,no,no,yes
2190,37594,36,services,married,secondary,no,3988,yes,yes,no
2191,42250,36,entrepreneur,married,secondary,no,2971,no,no,yes
2192,7488,27,admin.,single,secondary,no,-181,yes,yes,no
2193,566,57,blue-collar,married,primary,no,5431,yes,yes,no
2194,39418,27,student,single,tertiary,no,3733,yes,no,yes
2195,14646,60,retired,married,secondary,no,597,no,no,yes
2196,395,43,blue-collar,married,secondary,no,1205,yes,no,no
2197,34195,50,management,single,unknown,no,1277,no,no,no
2198,30861,32,unemployed,married,unknown,no,881,no,no,no
2199,2554,35,admin.,married,secondary,no,56,yes,no,no
2200,8354,39,blue-collar,single,primary,no,-360,yes,no,no
2201,10729,33,self-employed,married,tertiary,no,6,no,no,no
2202,22963,33,technician,married,tertiary,no,-370,yes,no,no
2203,12508,45,self-employed,married,primary,no,-584,yes,yes,no
2204,28101,53,self-employed,divorced,tertiary,no,8,no,no,no
2205,15368,51,entrepreneur,divorced,tertiary,no,23,yes,no,no
2206,10053,37,management,married,tertiary,no,1393,no,yes,no
2207,36119,42,services,married,secondary,no,174,yes,no,no
2208,31299,70,retired,married,secondary,no,6422,no,no,yes
2209,20053,43,management,married,tertiary,no,2759,yes,yes,no
2210,43183,36,technician,single,secondary,no,1407,no,no,no
2211,18838,40,management,married,tertiary,no,1213,no,no,no
2212,37758,28,management,single,tertiary,no,1027,yes,no,no
2213,44180,35,management,married,secondary,no,724,yes,no,yes
2214,13510,60,housemaid,married,secondary,no,681,no,yes,no
2215,22587,34,technician,married,tertiary,no,23,no,no,no
2216,26947,55,retired,married,primary,no,3876,no,no,no
2217,22786,53,services,married,secondary,no,1461,no,no,no
2218,42776,49,technician,divorced,unknown,no,387,no,no,yes
2219,44067,67,retired,married,tertiary,no,1948,no,no,no
2220,13160,35,admin.,divorced,secondary,no,148,no,yes,no
2221,45048,69,retired,divorced,secondary,no,4189,no,no,no
2222,6252,54,blue-collar,married,primary,no,3170,yes,no,no
2223,16546,40,services,married,secondary,no,471,yes,no,yes
2224,43514,30,student,single,secondary,no,2046,no,no,yes
2225,20246,35,management,married,tertiary,no,43,no,no,yes
2226,36665,43,blue-collar,married,secondary,no,1324,yes,no,no
2227,29037,59,retired,single,secondary,no,2,no,no,yes
2228,44171,41,technician,single,secondary,no,5329,no,no,yes
2229,12884,47,housemaid,married,tertiary,no,333,no,no,no
2230,20762,53,retired,married,tertiary,no,7132,no,no,no
2231,16803,39,services,divorced,unknown,no,434,yes,no,no
2232,30787,54,management,married,tertiary,no,184,no,no,no
2233,14170,40,entrepreneur,divorced,tertiary,no,1225,yes,no,no
2234,26163,45,technician,married,secondary,no,2128,no,yes,no
2235,19024,56,blue-collar,married,secondary,no,276,no,no,no
2236,21563,49,technician,divorced,secondary,no,5,no,no,no
2237,6709,35,blue-collar,married,secondary,no,1388,yes,no,no
2238,15021,34,services,married,secondary,no,40,yes,no,no
2239,10722,37,management,married,tertiary,no,0,no,no,yes
2240,24400,47,management,married,tertiary,no,2919,yes,no,no
2241,22573,42,technician,divorced,secondary,no,2861,no,no,no
2242,18665,40,entrepreneur,married,secondary,no,-125,no,yes,no
2243,33155,52,services,divorced,secondary,no,1430,yes,no,no
2244,35403,40,blue-collar,married,secondary,no,1938,yes,no,no
2245,6196,34,admin.,married,secondary,no,256,no,no,no
2246,6069,34,blue-collar,married,secondary,no,247,yes,yes,no
2247,44793,40,entrepreneur,married,tertiary,no,3585,no,no,yes
2248,18108,27,housemaid,married,primary,no,3,yes,yes,no
2249,25254,36,technician,single,primary,no,2169,yes,no,no
2250,24249,53,technician,married,secondary,no,65,no,no,no
2251,17843,39,management,married,tertiary,no,-409,yes,no,no
2252,43877,22,services,single,secondary,no,361,no,no,no
2253,41930,35,technician,single,secondary,no,70,yes,no,no
2254,37551,35,blue-collar,married,unknown,no,568,yes,no,no
2255,7608,49,technician,single,secondary,no,74,yes,no,no
2256,43077,47,blue-collar,married,secondary,no,1568,yes,no,yes
2257,34954,32,admin.,married,secondary,no,752,yes,no,yes
2258,5228,33,blue-collar,single,secondary,no,372,yes,no,no
2259,6026,41,blue-collar,married,primary,no,-571,yes,yes,no
2260,29757,32,unemployed,single,secondary,no,5670,no,no,no
2261,32463,32,technician,single,tertiary,no,932,yes,no,yes
2262,43614,29,housemaid,single,tertiary,no,19,no,no,yes
2263,37744,43,entrepreneur,married,primary,no,2315,yes,yes,no
2264,585,37,technician,married,primary,no,0,yes,no,no
2265,40070,48,management,married,tertiary,no,-10,no,no,no
2266,9749,44,admin.,married,secondary,no,1497,no,no,no
2267,32992,48,blue-collar,married,primary,no,551,yes,yes,no
2268,5064,37,blue-collar,single,unknown,no,-114,yes,no,no
2269,10226,57,management,married,tertiary,no,1571,no,no,no
